ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	RPKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAL069W	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL068W-A	255	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL068C	363	4	4	0	0	11.0192837465565	117.07198744801	4	4	0	0	11.0192837465565	117.07198744801
YAL067W-A	228	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL067C	1782	2	2	0	0	1.12233445566779	11.9239987215566	2	2	0	0	1.12233445566779	11.9239987215566
YAL066W	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL065C	387	2	2	0	0	5.16795865633075	54.9058545783302	0	0	NA	0	0	0
YAL064W-B	381	6	6	0	0	15.748031496063	167.311541116644	5	5	0	0	13.1233595800525	139.42628426387
YAL064C-A	381	1	1	0	0	2.6246719160105	27.885256852774	1	1	0	0	2.6246719160105	27.885256852774
YAL064W	285	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL063C-A	291	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL063C	3969	8	8	0	0	2.01562106324011	21.4145283162648	4	4	0	0	1.00781053162006	10.7072641581324
YAL062W	1374	15	15	0	0	10.9170305676856	115.985620752259	15	15	0	0	10.9170305676856	115.985620752259
YAL061W	1254	13	13	0	0	10.3668261562998	110.140093454378	13	13	0	0	10.3668261562998	110.140093454378
YAL060W	1149	50	50	0	0	43.5161009573542	462.327365574712	50	50	0	0	43.5161009573542	462.327365574712
YAL059C-A	423	1	1	0	0	2.36406619385343	25.1165079454064	0	0	NA	0	0	0
YAL059W	639	42	42	0	0	65.7276995305164	698.309671608903	42	42	0	0	65.7276995305164	698.309671608903
YAL058W	1509	46	45	0.0217391304347826	1	30.4837640821736	323.868132274166	46	45	0.0217391304347826	1	30.4837640821736	323.868132274166
YAL056C-A	351	47	47	0	0	133.903133903134	1422.62477054879	1	1	0	0	2.84900284900285	30.2686121393359
YAL056W	2643	77	77	0	0	29.1335603480893	309.523185883402	76	76	0	0	28.7552024214907	305.503404248552
YAL055W	543	3	3	0	0	5.52486187845304	58.6976953641265	3	3	0	0	5.52486187845304	58.6976953641265
YAL054C	2142	6	6	0	0	2.80112044817927	29.7598959689269	5	5	0	0	2.33426704014939	24.799913307439
YAL053W	2352	158	158	0	0	67.1768707482993	713.706076540514	156	156	0	0	66.3265306122449	704.67182240709
YAL051W	3144	88	88	0	0	27.9898218829517	297.37178491088	83	83	0	0	26.3994910941476	280.475660768216
YAL049C	741	46	45	0.0217391304347826	1	62.0782726045884	659.537127667634	46	45	0.0217391304347826	1	62.0782726045884	659.537127667634
YAL048C	1989	27	27	0	0	13.5746606334842	144.221034310953	27	27	0	0	13.5746606334842	144.221034310953
YAL047W-A	330	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL047C	1869	21	21	0	0	11.2359550561798	119.373964729291	20	20	0	0	10.7009095773141	113.689490218372
YAL046C	357	13	13	0	0	36.4145658263305	386.878647596049	13	13	0	0	36.4145658263305	386.878647596049
YAL045C	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL044W-A	333	16	16	0	0	48.048048048048	510.476053376907	16	16	0	0	48.048048048048	510.476053376907
YAL044C	513	69	68	0.0144927536231884	1	134.502923976608	1428.99710994654	69	68	0.0144927536231884	1	134.502923976608	1428.99710994654
YAL043C	2358	82	81	0.0121951219512195	1	34.7752332485157	369.461914586245	82	81	0.0121951219512195	1	34.7752332485157	369.461914586245
YAL042C-A	378	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL042W	1248	184	183	0.00543478260869565	1	147.435897435897	1566.40067821063	184	183	0.00543478260869565	1	147.435897435897	1566.40067821063
YAL041W	2565	94	94	0	0	36.6471734892787	389.349937202826	94	94	0	0	36.6471734892787	389.349937202826
YAL040C	1743	66	66	0	0	37.8657487091222	402.296425025734	66	66	0	0	37.8657487091222	402.296425025734
YAL039C	810	20	20	0	0	24.6913580246914	262.327971874244	20	20	0	0	24.6913580246914	262.327971874244
YAL038W	1503	11355	9155	0.19374724790841	2200	7554.89021956088	80265.2906757137	11226	9037	0.194993764475325	2189	7469.06187624751	79353.4260788694
YAL037C-B	975	3	2	0.333333333333333	1	3.07692307692308	32.6901011104827	3	2	0.333333333333333	1	3.07692307692308	32.6901011104827
YAL037C-A	93	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL037W	804	7	7	0	0	8.70646766169154	92.4999751571495	6	6	0	0	7.46268656716418	79.2856929918424
YAL036C	1110	100	98	0.02	2	90.0900900900901	957.142600081702	100	98	0.02	2	90.0900900900901	957.142600081702
YAL035W	3009	808	794	0.0173267326732673	14	268.527750083084	2852.9147728856	802	788	0.0174563591022444	14	266.533732136923	2831.72976219585
YAL034C-B	354	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL034W-A	870	8	8	0	0	9.19540229885057	97.6945550428219	8	8	0	0	9.19540229885057	97.6945550428219
YAL034C	1242	12	12	0	0	9.66183574879227	102.650075950791	12	12	0	0	9.66183574879227	102.650075950791
YAL033W	522	22	22	0	0	42.1455938697318	447.766710612934	22	22	0	0	42.1455938697318	447.766710612934
YAL032C	1140	22	22	0	0	19.2982456140351	205.030020122764	22	22	0	0	19.2982456140351	205.030020122764
YAL031W-A	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL031C	2283	39	39	0	0	17.0827858081472	181.492348478041	39	39	0	0	17.0827858081472	181.492348478041
YAL030W	354	25	25	0	0	70.6214689265537	750.302461928453	25	25	0	0	70.6214689265537	750.302461928453
YAL029C	4416	255	255	0	0	57.7445652173913	613.494594549651	255	255	0	0	57.7445652173913	613.494594549651
YAL028W	1587	7	7	0	0	4.41083805923125	46.8619911949264	4	4	0	0	2.52047889098929	26.7782806828151
YAL027W	786	7	7	0	0	8.9058524173028	94.6182951989163	7	7	0	0	8.9058524173028	94.6182951989163
YAL026C-A	438	8	8	0	0	18.2648401826484	194.050828509715	8	8	0	0	18.2648401826484	194.050828509715
YAL026C	4068	185	185	0	0	45.4768928220256	483.159372976346	184	184	0	0	45.2310717797443	480.547700689987
HRA1	564	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL025C	921	64	64	0	0	69.4896851248643	738.278070681912	64	64	0	0	69.4896851248643	738.278070681912
YAL024C	4308	72	72	0	0	16.7130919220056	177.564616059725	72	72	0	0	16.7130919220056	177.564616059725
YAL023C	2280	491	485	0.0122199592668024	6	215.350877192982	2287.94863364267	491	485	0.0122199592668024	6	215.350877192982	2287.94863364267
YAL022C	1554	66	66	0	0	42.4710424710425	451.224368609945	61	61	0	0	39.2535392535393	417.040704321313
YAL021C	2514	153	153	0	0	60.8591885441527	646.585233778343	148	148	0	0	58.8703261734288	625.454997380358
YAL020C	1002	16	16	0	0	15.9680638722555	169.64922731987	16	16	0	0	15.9680638722555	169.64922731987
YAL019W-A	570	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL019W	3396	196	196	0	0	57.7149587750294	613.180047331493	194	194	0	0	57.1260306242638	606.923108073008
YAL018C	978	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL017W	4071	129	128	0.00775193798449612	1	31.6875460574797	336.65745248268	117	116	0.00854700854700855	1	28.7398673544584	305.340480158709
YAL016C-B	186	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016C-A	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016W	1908	227	225	0.00881057268722467	2	118.972746331237	1264.00010976198	227	225	0.00881057268722467	2	118.972746331237	1264.00010976198
YAL015C	1200	10	10	0	0	8.33333333333333	88.5356905075574	10	10	0	0	8.33333333333333	88.5356905075574
YAL014C	768	32	32	0	0	41.6666666666667	442.678452537787	32	32	0	0	41.6666666666667	442.678452537787
YAL013W	1218	25	25	0	0	20.5254515599343	218.068203220585	25	25	0	0	20.5254515599343	218.068203220585
YAL012W	1185	482	477	0.0103734439834025	5	406.751054852321	4321.43826072331	482	477	0.0103734439834025	5	406.751054852321	4321.43826072331
YAL011W	1878	23	23	0	0	12.2470713525027	130.116350266698	23	23	0	0	12.2470713525027	130.116350266698
YAL010C	1482	31	31	0	0	20.9176788124157	222.235336496703	31	31	0	0	20.9176788124157	222.235336496703
YAL009W	780	12	12	0	0	15.3846153846154	163.450505552414	12	12	0	0	15.3846153846154	163.450505552414
YAL008W	597	12	12	0	0	20.1005025125628	213.553424339837	12	12	0	0	20.1005025125628	213.553424339837
YAL007C	648	101	100	0.0099009900990099	1	155.864197530864	1655.94532245617	101	100	0.0099009900990099	1	155.864197530864	1655.94532245617
tP(UGG)A	72	2	2	0	0	27.7777777777778	295.118968358525	2	2	0	0	27.7777777777778	295.118968358525
YAL005C	1929	8503	7110	0.163824532517935	1393	4407.98341109383	46831.6626056461	8323	6944	0.165685449957948	1379	4314.67081389321	45840.2831785008
YAL004W	648	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL003W	621	1557	1379	0.11432241490045	178	2507.24637681159	26637.6947092303	1547	1369	0.115061409179056	178	2491.14331723027	26466.6112493123
snR18	102	20	19	0.05	1	196.078431372549	2083.19271782488	20	19	0.05	1	196.078431372549	2083.19271782488
YAL002W	3825	69	69	0	0	18.0392156862745	191.653730039889	69	69	0	0	18.0392156862745	191.653730039889
YAL001C	3483	62	62	0	0	17.800746482917	189.120165769804	62	62	0	0	17.800746482917	189.120165769804
YAR002W	1620	80	80	0	0	49.3827160493827	524.655943748488	72	72	0	0	44.4444444444444	472.190349373639
YAR002C-A	660	113	110	0.0265486725663717	3	171.212121212121	1819.00600497345	111	108	0.027027027027027	3	168.181818181818	1786.81120842525
YAR003W	1281	25	25	0	0	19.5160031225605	207.343537488425	25	25	0	0	19.5160031225605	207.343537488425
YAR007C	1866	109	108	0.00917431192660551	1	58.4137191854234	620.603875583521	107	106	0.00934579439252336	1	57.3419078242229	609.216648508594
YAR008W	828	5	5	0	0	6.03864734299517	64.1562974692445	5	5	0	0	6.03864734299517	64.1562974692445
YAR009C	3591	39908	30325	0.240127292773379	9583	11113.3389028126	118071.256032602	38547	29063	0.24603730510805	9484	10734.335839599	114044.62028387
YAR010C	1323	17662	13255	0.249518740799456	4407	13349.9622071051	141833.774670701	16928	12593	0.256084593572779	4335	12795.1625094482	135939.425751649
tA(UGC)A	73	0	0	NA	0	0	0	0	0	NA	0	0	0
