ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	RPKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAL069W	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL068W-A	255	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL068C	363	4	4	0	0	11.0192837465565	224.425330887097	4	4	0	0	11.0192837465565	224.425330887097
YAL067W-A	228	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL067C	1782	3	3	0	0	1.68350168350168	34.2872033299732	3	3	0	0	1.68350168350168	34.2872033299732
YAL066W	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL065C	387	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL064W-B	381	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL064C-A	381	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL064W	285	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL063C-A	291	1	1	0	0	3.43642611683849	69.988311951904	1	1	0	0	3.43642611683849	69.988311951904
YAL063C	3969	25	25	0	0	6.29881582262535	128.285454635954	8	8	0	0	2.01562106324011	41.0513454835053
YAL062W	1374	22	19	0.136363636363636	3	16.0116448326055	326.102746081579	17	14	0.176470588235294	3	12.372634643377	251.988485608493
YAL061W	1254	15	15	0	0	11.9617224880383	243.619602607704	15	15	0	0	11.9617224880383	243.619602607704
YAL060W	1149	58	52	0.103448275862069	6	50.4786771105309	1028.0789635546	58	52	0.103448275862069	6	50.4786771105309	1028.0789635546
YAL059C-A	423	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL059W	639	27	26	0.037037037037037	1	42.2535211267606	860.560511746651	27	26	0.037037037037037	1	42.2535211267606	860.560511746651
YAL058W	1509	29	25	0.137931034482759	4	19.2180251822399	391.405808192259	29	25	0.137931034482759	4	19.2180251822399	391.405808192259
YAL056C-A	351	8	7	0.125	1	22.7920227920228	464.195983544252	0	0	NA	0	0	0
YAL056W	2643	53	47	0.113207547169811	6	20.0529701097238	408.410796532053	53	47	0.113207547169811	6	20.0529701097238	408.410796532053
YAL055W	543	1	1	0	0	1.84162062615101	37.5075483941143	1	1	0	0	1.84162062615101	37.5075483941143
YAL054C	2142	6	6	0	0	2.80112044817927	57.0492962969302	6	6	0	0	2.80112044817927	57.0492962969302
YAL053W	2352	137	124	0.0948905109489051	13	58.2482993197279	1186.31974174599	137	124	0.0948905109489051	13	58.2482993197279	1186.31974174599
YAL051W	3144	63	58	0.0793650793650794	5	20.0381679389313	408.109326658479	61	56	0.0819672131147541	5	19.4020356234097	395.153475018527
YAL049C	741	46	43	0.0652173913043478	3	62.0782726045884	1264.32327096921	46	43	0.0652173913043478	3	62.0782726045884	1264.32327096921
YAL048C	1989	22	22	0	0	11.0608345902464	225.271580249417	22	22	0	0	11.0608345902464	225.271580249417
YAL047W-A	330	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL047C	1869	26	25	0.0384615384615385	1	13.9111824505083	283.323471497114	26	25	0.0384615384615385	1	13.9111824505083	283.323471497114
YAL046C	357	7	6	0.142857142857143	1	19.6078431372549	399.345074078511	7	6	0.142857142857143	1	19.6078431372549	399.345074078511
YAL045C	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL044W-A	333	7	6	0.142857142857143	1	21.021021021021	428.126701039125	7	6	0.142857142857143	1	21.021021021021	428.126701039125
YAL044C	513	86	64	0.255813953488372	22	167.641325536062	3414.28361580575	86	64	0.255813953488372	22	167.641325536062	3414.28361580575
YAL043C	2358	70	65	0.0714285714285714	5	29.6861747243427	604.606409864413	70	65	0.0714285714285714	5	29.6861747243427	604.606409864413
YAL042C-A	378	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL042W	1248	154	117	0.24025974025974	37	123.397435897436	2513.18606715755	154	117	0.24025974025974	37	123.397435897436	2513.18606715755
YAL041W	2565	66	59	0.106060606060606	7	25.7309941520468	524.052834053906	66	59	0.106060606060606	7	25.7309941520468	524.052834053906
YAL040C	1743	46	45	0.0217391304347826	1	26.3912794033276	537.500598845776	46	45	0.0217391304347826	1	26.3912794033276	537.500598845776
YAL039C	810	19	19	0	0	23.4567901234568	477.735033064293	19	19	0	0	23.4567901234568	477.735033064293
YAL038W	1503	6751	1034	0.846837505554733	5717	4491.68330006653	91480.3116103164	6726	1015	0.849093071662206	5711	4475.0499001996	91141.5458289124
YAL037C-B	975	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL037C-A	93	1	1	0	0	10.752688172043	218.99568578499	1	1	0	0	10.752688172043	218.99568578499
YAL037W	804	7	7	0	0	8.70646766169154	177.321133639339	7	7	0	0	8.70646766169154	177.321133639339
YAL036C	1110	63	53	0.158730158730159	10	56.7567567567568	1155.94209280564	62	52	0.161290322580645	10	55.8558558558559	1137.59380561825
YAL035W	3009	508	382	0.248031496062992	126	168.826852775008	3438.42877342176	500	375	0.25	125	166.168162180126	3384.28028880094
YAL034C-B	354	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL034W-A	870	3	3	0	0	3.44827586206897	70.2296509586347	2	2	0	0	2.29885057471264	46.8197673057565
YAL034C	1242	19	19	0	0	15.2979066022544	311.566325911495	17	17	0	0	13.6876006441224	278.769870552391
YAL033W	522	15	14	0.0666666666666667	1	28.735632183908	585.247091321956	15	14	0.0666666666666667	1	28.735632183908	585.247091321956
YAL032C	1140	15	15	0	0	13.1578947368421	267.981562868475	15	15	0	0	13.1578947368421	267.981562868475
YAL031W-A	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL031C	2283	40	40	0	0	17.520805957074	356.83922519499	40	40	0	0	17.520805957074	356.83922519499
YAL030W	354	19	17	0.105263157894737	2	53.6723163841808	1093.1225332827	19	17	0.105263157894737	2	53.6723163841808	1093.1225332827
YAL029C	4416	188	176	0.0638297872340425	12	42.5724637681159	867.056288556333	187	175	0.0641711229946524	12	42.3460144927536	862.444287021459
YAL028W	1587	8	8	0	0	5.04095778197858	102.667164602415	8	8	0	0	5.04095778197858	102.667164602415
YAL027W	786	13	12	0.0769230769230769	1	16.5394402035623	336.852142638744	13	12	0.0769230769230769	1	16.5394402035623	336.852142638744
YAL026C-A	438	5	4	0.2	1	11.4155251141553	232.495419840229	5	4	0.2	1	11.4155251141553	232.495419840229
YAL026C	4068	164	152	0.0731707317073171	12	40.31465093412	821.072320450508	163	152	0.0674846625766871	11	40.0688298918387	816.065781911176
HRA1	564	1	1	0	0	1.77304964539007	36.110990741142	1	1	0	0	1.77304964539007	36.110990741142
YAL025C	921	31	29	0.0645161290322581	2	33.6590662323561	685.520697196663	31	29	0.0645161290322581	2	33.6590662323561	685.520697196663
YAL024C	4308	54	51	0.0555555555555556	3	12.5348189415042	255.291628136541	54	51	0.0555555555555556	3	12.5348189415042	255.291628136541
YAL023C	2280	358	269	0.248603351955307	89	157.017543859649	3197.91331689713	356	267	0.25	89	156.140350877193	3180.04787937257
YAL022C	1554	38	38	0	0	24.4530244530245	498.024937943472	37	37	0	0	23.8095238095238	484.919018523906
YAL021C	2514	113	107	0.0530973451327434	6	44.9482895783612	915.443779600024	112	106	0.0535714285714286	6	44.5505171042164	907.342507214183
YAL020C	1002	9	8	0.111111111111111	1	8.98203592814371	182.93352195812	9	8	0.111111111111111	1	8.98203592814371	182.93352195812
YAL019W-A	570	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL019W	3396	115	104	0.0956521739130435	11	33.8633686690224	689.681642953612	113	102	0.0973451327433628	11	33.2744405182568	677.687179597897
YAL018C	978	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL017W	4071	124	118	0.0483870967741935	6	30.4593465978875	620.353291199338	122	116	0.0491803278688525	6	29.9680668140506	610.347592954187
YAL016C-B	186	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016C-A	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016W	1908	178	147	0.174157303370787	31	93.2914046121593	1900.02860717229	178	147	0.174157303370787	31	93.2914046121593	1900.02860717229
YAL015C	1200	12	12	0	0	10	203.665987780041	12	12	0	0	10	203.665987780041
YAL014C	768	22	21	0.0454545454545455	1	28.6458333333333	583.418194161575	22	21	0.0454545454545455	1	28.6458333333333	583.418194161575
YAL013W	1218	19	18	0.0526315789473684	1	15.5993431855501	317.70556386049	19	18	0.0526315789473684	1	15.5993431855501	317.70556386049
YAL012W	1185	292	204	0.301369863013699	88	246.413502109705	5018.60493095121	291	203	0.302405498281787	88	245.569620253165	5001.41792776303
YAL011W	1878	25	24	0.04	1	13.3120340788072	271.120857002184	25	24	0.04	1	13.3120340788072	271.120857002184
YAL010C	1482	16	16	0	0	10.7962213225371	219.882307994646	16	16	0	0	10.7962213225371	219.882307994646
YAL009W	780	15	13	0.133333333333333	2	19.2307692307692	391.665361115463	15	13	0.133333333333333	2	19.2307692307692	391.665361115463
YAL008W	597	23	20	0.130434782608696	3	38.5259631490787	784.642833993457	23	20	0.130434782608696	3	38.5259631490787	784.642833993457
YAL007C	648	80	62	0.225	18	123.456790123457	2514.3949108647	80	62	0.225	18	123.456790123457	2514.3949108647
tP(UGG)A	72	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL005C	1929	6421	1251	0.805170534184706	5170	3328.6677034733	67793.639581941	6364	1212	0.809553739786298	5152	3299.11871435977	67191.8271763701
YAL004W	648	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL003W	621	944	287	0.695974576271186	657	1520.12882447665	30959.8538589949	944	287	0.695974576271186	657	1520.12882447665	30959.8538589949
snR18	102	11	9	0.181818181818182	2	107.843137254902	2196.39790743181	11	9	0.181818181818182	2	107.843137254902	2196.39790743181
YAL002W	3825	33	32	0.0303030303030303	1	8.62745098039216	175.711832594545	33	32	0.0303030303030303	1	8.62745098039216	175.711832594545
YAL001C	3483	73	70	0.0410958904109589	3	20.9589434395636	426.862391844472	73	70	0.0410958904109589	3	20.9589434395636	426.862391844472
YAR002W	1620	66	57	0.136363636363636	9	40.7407407407407	829.750320585351	66	57	0.136363636363636	9	40.7407407407407	829.750320585351
YAR002C-A	660	91	68	0.252747252747253	23	137.878787878788	2808.1219527248	91	68	0.252747252747253	23	137.878787878788	2808.1219527248
YAR003W	1281	17	17	0	0	13.2708821233411	270.282731636276	17	17	0	0	13.2708821233411	270.282731636276
YAR007C	1866	72	69	0.0416666666666667	3	38.5852090032154	785.849470533919	71	68	0.0422535211267606	3	38.0493033226152	774.934894554282
